,Unnamed: 0,name,isin,type,dtcreated,language,headline,label,id
11892,16248,Deutsche Steinzeug Cremer & Breuer AG,DE000A1TNLL3,0,2012-05-21,1,deutsche steinzeug cremer & breuer ag: ,0.0,DE000A1TNLL32012-05-21
11893,16250,technotrans SE,DE000A0XYGA7,0,2012-05-22,1,technotrans ag: figures for q1 2012,1.0,DE000A0XYGA72012-05-22
11894,16252,Finnair Oyj,FI0009003230,0,2012-05-22,1,finnair and flybe to expand cooperation for cost efficient european connections,1.0,FI00090032302012-05-22
11896,16254,Powerflute Oyj,FI0009015291,0,2012-05-22,1,transaction in own shares,0.0,FI00090152912012-05-22
11897,16255,UPM-Kymmene Oyj,FI0009005987,0,2012-05-22,1,regulatory authorities have approved the sale of upm’s packaging paper operations of the pietarsaari and tervasaari mills to billerud,1.0,FI00090059872012-05-22
11898,16256,Monberg & Thorsen A/S,DK0010224310,0,2012-05-22,1,torben biilmann to be new president and ceo of mt højgaard,1.0,DK00102243102012-05-22
11899,16257,Innofactor Oyj,FI0009007637,0,2012-05-22,1,innofactor concludes co-operation negotiations in its sharepoint solutions unit,0.0,FI00090076372012-05-22
11902,16260,ZetaDisplay AB (publ),SE0001105511,0,2012-05-22,1,zetadisplay: supplying media platforms to airports,1.0,SE00011055112012-05-22
11905,16264,SLEEPZ AG,DE000A2E3772,0,2012-05-22,1,bmp media investors ag: publication of the figures for the 1st quarter 2012,0.0,DE000A2E37722012-05-22
11906,16266,H+H International A/S,DK0015202451,0,2012-05-22,1,h+h international a/s - h+h sells jämerä housebuilding activities to aeroc and enters into related supply agreements with aeroc,1.0,DK00152024512012-05-22
11907,16267,TELES AG Informationstechnologien,DE0007454902,0,2012-05-22,1,teles ag informationstechnologien: q1/2012 teles group results: slight revenue increase and reduced costs constitute a solid basis for growth,1.0,DE00074549022012-05-22
11909,16270,Veloxis Pharmaceuticals A/S,DK0060048148,0,2012-05-22,1,veloxis pharmaceuticals a/s - completion of the share capital reduction adopted at the ordinary general meeting on 18 april 2012 - updated articles of association.,0.0,DK00600481482012-05-22
11910,16271,Sponda Oyj,FI0009006829,0,2012-05-22,1,sponda plc issues eur 150 million domestic bond,1.0,FI00090068292012-05-22
11911,16272,Vestjysk Bank A/S,DK0010304500,0,2012-05-22,1,report on transactions with interims and/or subscription rights in vestjysk bank a/s,0.0,DK00103045002012-05-22
11912,16273,Africa Oil Corp.,CA00829Q1019,0,2012-05-22,1,africa oil provides update on horn petroleum,1.0,CA00829Q10192012-05-22
11913,16274,SAP SE,DE0007164600,0,2012-05-22,1,sap ag: sap to expand cloud presence with acquisition of ariba,1.0,DE00071646002012-05-22
11914,16276,TK Development A/S,DK0010258995,0,2012-05-23,1,proposal for tk development’s supervisory board to have seven members in future,0.0,DK00102589952012-05-23
11920,16282,Veloxis Pharmaceuticals A/S,DK0060048148,0,2012-05-23,1,veloxis pharmaceuticals announces a restructuring of the company to support and strengthen strategic focus on lcp-tacro™ and announces changes to management,0.0,DK00600481482012-05-23
11924,16286,NKT Holding A/S,DK0010287663,0,2012-05-23,1,shareholdings report,0.0,DK00102876632012-05-23
11925,16288,Pandora A/S,DK0060252690,0,2012-05-23,1,reporting of transactions in shares by executive employees in the pandora a/s share,0.0,DK00602526902012-05-23
11926,16289,Innofactor Oyj,FI0009007637,0,2012-05-23,1,liquidity providing for innofactor plc’s share,1.0,FI00090076372012-05-23
11927,16290,Kontron S&T AG,DE0006053952,0,2012-05-23,1,triton acquires around thirteen percent of the shares of kontron ag,1.0,DE00060539522012-05-23
11929,16293,Petrogrand AB,SE0001587593,0,2012-05-23,1,update on drilling campaign,1.0,SE00015875932012-05-23
11931,16295,ecotel communication ag,DE0005854343,0,2012-05-23,1,ecotel communication ag decides to repurchase shares,1.0,DE00058543432012-05-23
11933,16298,International Minerals Corp.,CA4598751002,0,2012-05-24,1,international minerals announces closing of sale of ruby hill royalty,1.0,CA45987510022012-05-24
11935,16301,Raiffeisen Bank International AG,AT0000606306,0,2012-05-24,1,raiffeisen bank international: first quarter report 2012,1.0,AT00006063062012-05-24
11936,16303,Genmab A/S,DK0010272202,0,2012-05-24,1,milestone triggered in connection with filing of new drug application in japan for arzerra,1.0,DK00102722022012-05-24
11938,16305,Lundin Petroleum AB,SE0000825820,0,2012-05-24,1,lundin petroleum spuds clapton exploration well in southern north sea,1.0,SE00008258202012-05-24
11942,16310,Sparekassen Faaborg A/S,DK0010150523,0,2012-05-24,1,cooperation agreement with edc-gruppen a/s and sale of bolig fyn a/s,1.0,DK00101505232012-05-24
11943,16311,Panostaja Oyj,FI0009800379,0,2012-05-24,1,invitation to panostaja oyj’s press conference,1.0,FI00098003792012-05-24
11944,16312,Columbus A/S,DK0010268366,0,2012-05-24,1,trading in columbus a/s shares by insiders,0.0,DK00102683662012-05-24
11948,16316,Dalhoff Larsen & Horneman A/S,DK0060038933,0,2012-05-24,1,disclosure of transactions in shares and related securities in dalhoff larsen & horneman a/s conducted by executives,1.0,DK00600389332012-05-24
11950,16318,1&1 Drillisch Aktiengesellschaft,DE0005545503,0,2012-05-24,1,drillisch ag: increase of ebitda-guidance 2012 from 58 million euro to 60-61 million euro,0.0,DE00055455032012-05-24
11951,16320,RHÖN-KLINIKUM AG,DE0007042301,0,2012-05-24,1,rhön-klinikum ag: the management board of rhön-klinikum ag will recommend that the rhön-klinikum shareholders accept the public offer by fps beteiligungs ag,0.0,DE00070423012012-05-24
11952,16322,Auriga Industries A/S,DK0010233816,0,2012-05-24,1,"auriga, reporting of transaction in auriga securities by a primary insider",1.0,DK00102338162012-05-24
11955,16325,Pelikan Group GmbH,DE0006053101,0,2012-05-24,1,herlitz ag: board issues,0.0,DE00060531012012-05-24
11957,16328,Airopack Technology Group AG,CH0242606942,0,2012-05-24,1,shareholders at i.p.s. innovative packaging solutions ag approve all motions at agm,0.0,CH02426069422012-05-24
11958,16330,Zwack Unicum Nyrt.,HU0000074844,0,2012-05-24,1,zwack unicum likőripari és kereskedelmi nyilvánosan működő részvénytársaság:,1.0,HU00000748442012-05-24
11960,16334,Bang & Olufsen A/S,DK0010218429,0,2012-05-25,1,bang & olufsen launches high-end surround sound system for bmw 7 series,1.0,DK00102184292012-05-25
11961,16335,YIT,FI0009800643,0,2012-05-25,1,"invitation to participate in yit’s capital markets day in aachen, germany, on september 25, 2012",1.0,FI00098006432012-05-25
11962,16336,FormPipe Software AB,SE0001338039,0,2012-05-25,1,information regarding formpipe software’s incentive program,1.0,SE00013380392012-05-25
11963,16337,Powerflute Oyj,FI0009015291,0,2012-05-25,1,transaction in own shares,0.0,FI00090152912012-05-25
11964,16338,Tower Group A/S i likvidation,DK0011188035,0,2012-05-25,1,company release no. 11 / 2012 – temporary postponement of extraordinary general meeting,0.0,DK00111880352012-05-25
11965,16339,Auriga Industries A/S,DK0010233816,0,2012-05-25,1,"auriga, reporting of transaction in auriga securities by a primary insider",1.0,DK00102338162012-05-25
11967,16342,SimCorp A/S,DK0016026164,0,2012-05-25,1,simcorp a/s – share buyback programme,1.0,DK00160261642012-05-25
11970,16345,VEF Radiotehnika RRR,LV0000100972,0,2012-05-25,1,explanation of financial reporting,0.0,LV00001009722012-05-25
11971,16346,Africa Oil Corp.,CA00829Q1019,0,2012-05-25,1,ngamia-1 well update,1.0,CA00829Q10192012-05-25
11974,16349,Fabasoft AG,AT0000785407,0,2012-05-25,1,fabasoft ag announces group figures for the fiscal year 2011/2012,0.0,AT00007854072012-05-25
11976,16353,Deutsche Wohnen SE,DE000A0HN5C6,0,2012-05-27,1,deutsche wohnen ag signs purchase agreement for the acquisition of companies of baubecon group,0.0,DE000A0HN5C62012-05-27
11977,16355,FormPipe Software AB,SE0001338039,0,2012-05-28,1,formpipe software makes public further financial information concerning the acquisition of traen,1.0,SE00013380392012-05-28
11980,16358,VEF Radiotehnika RRR,LV0000100972,0,2012-05-28,1,correction: explanation of financial reporting,0.0,LV00001009722012-05-28
11983,16361,Biohit Oyj,FI0009005482,0,2012-05-28,1,biohit healthcare signs distribution contract with euro diagnostica,1.0,FI00090054822012-05-28
11985,16363,Seligson & Co Rahastoyhtiö Oyj,FI0008805627,0,2012-05-28,1,dividend payment of the seligson & co omx helsinki 25 exchange traded fund,1.0,FI00088056272012-05-28
11986,16364,AEVIS VICTORIA SA,CH0478634105,0,2012-05-29,1,genolier swiss medical network (gsmn): reprise de 100% de la privatklinik lindberg à winterthour - lindberg sera consolidée dans genolier swiss medical network dès le 1er janvier 2012,0.0,CH04786341052012-05-29
11987,16367,Orad Hi-Tec Systems Ltd,IL0010838071,0,2012-05-29,1,orad hi-tec systems ltd: revenues and income rise further in the first quarter of 2012,1.0,IL00108380712012-05-29
11989,16370,H. Lundbeck A/S,DK0010287234,0,2012-05-29,1,lundbeck’s lu ae58054 meets primary endpoint in large placebo-controlled clinical proof of concept study in people with alzheimer’s disease,1.0,DK00102872342012-05-29
11990,16371,Københavns Lufthavne A/S,DK0010201102,0,2012-05-29,1,copenhagen airports plans to sell its ownership interest in newcastle international airport,0.0,DK00102011022012-05-29
11991,16372,Valoe Oyj,FI0009006951,0,2012-05-29,1,"cencorp exits from decoration business and closes down its plant in guangzhou, china",0.0,FI00090069512012-05-29
11995,16376,NKT Holding A/S,DK0010287663,0,2012-05-29,1,shareholdings report,0.0,DK00102876632012-05-29
11999,16381,Tecnotree Oyj,FI0009010227,0,2012-05-29,1,publishing of the prospectus related to the rights offering of tecnotree – additional information included in the prospectus,1.0,FI00090102272012-05-29
12000,16382,SCHULER AG,DE000A0V9A22,0,2012-05-29,1,schuler ag: andritz new major shareholder of schuler,1.0,DE000A0V9A222012-05-29
12004,16387,Grindeks,LV0000100659,0,2012-05-29,1,“grindeks” participates in the conference “ceo meets investor” in vilnius,0.0,LV00001006592012-05-29
12005,16388,Danske Bank A/S,DK0010274414,0,2012-05-29,1,"danske bank a/s, insiders' dealing",0.0,DK00102744142012-05-29
12007,16390,H+H International A/S,DK0015202451,0,2012-05-29,1,h+h international a/s - insiders' dealing,0.0,DK00152024512012-05-29
12009,16392,Intrum Justitia AB,SE0000936478,0,2012-05-29,1,intrum justitia completes acquisition of polish debt portfolio,1.0,SE00009364782012-05-29
12010,16393,Auriga Industries A/S,DK0010233816,0,2012-05-29,1,"auriga, reporting of transaction in auriga securities by a primary insider",0.0,DK00102338162012-05-29
12011,16394,Bloxolid AG,CH0012192198,0,2012-05-29,1,novavisions ag: shareholders meeting,0.0,CH00121921982012-05-29
12012,16396,Orascom Development Holding AG,CH0038285679,0,2012-05-29,1,"orascom development appoints ahmed el-shamy as new cfo, and mahmoud zuaiter, current cfo, as ceo of international hotel holding ",1.0,CH00382856792012-05-29
12013,16398,Global Entertainment AG,DE0001262186,0,2012-05-29,1,advanced inflight alliance ag: announces acquisition and resolves capital increases,0.0,DE00012621862012-05-29
12014,16400,Deutsche Börse AG,DE0005810055,0,2012-05-29,1,deutsche börse ag: deutsche börse ag has resolved on a share buyback program with a volume of approximately eur 100 million until end of july 2012,1.0,DE00058100552012-05-29
12015,16402,International Minerals Corp.,CA4598751002,0,2012-05-30,1,"international minerals reports drill results from converse project, nevada, including gold intercepts of 197m at 0.8 g/t and 64m at 1.1 g/t",1.0,CA45987510022012-05-30
12016,16404,Atlantic Petroleum P/F,FO000A0DN9X4,0,2012-05-30,1,live webcast/conference call 30th may 2012 at 12:00 noon gmt,1.0,FO000A0DN9X42012-05-30
12017,16405,Orascom Development Holding AG,CH0038285679,0,2012-05-30,1,orascom development reports solid revenue growth of 20.0% in the first quarter of 2012 and increased its gross profit margin,0.0,CH00382856792012-05-30
12018,16407,Deufol SE,DE000A1R1EE6,0,2012-05-30,1,deufol ag with a stronger operating first quarter 2012,1.0,DE000A1R1EE62012-05-30
12019,16409,Olvi Oyj,FI0009900401,0,2012-05-30,1,olvi and maitomaa to launch extensive product partnership,1.0,FI00099004012012-05-30
12020,16410,DEAG Deutsche Entertainment Aktiengesellschaft,DE000A0Z23G6,0,2012-05-30,1,deag deutsche entertainment aktiengesellschaft with a successful first quarter 2012,1.0,DE000A0Z23G62012-05-30
12023,16414,Accentro Real Estate AG,DE000A0KFKB3,0,2012-05-30,1,estavis ag: estavis ag to issue convertible bonds of up to eur 17.2 million,0.0,DE000A0KFKB32012-05-30
12027,16420,GN Store Nord A/S,DK0010272632,0,2012-05-30,1,trading in gn store nord shares by insiders,1.0,DK00102726322012-05-30
12028,16421,EVN AG,AT0000741053,0,2012-05-30,1,evn ag: evn plans to implement a share buyback programme,1.0,AT00007410532012-05-30
12029,16423,Goldman Sachs Structured Investment Funds II SICAV,LU0529341090,0,2012-05-30,1,goldman sachs structured investment funds ii sicav: liquidation of the goldman sachs absolute return tracker index etf portfolio ,1.0,LU05293410902012-05-30
12032,16426,ISRA VISION AG,DE0005488100,0,2012-05-31,1,isra vision ag: once again a double-digit organic growth - guidance confirmed,0.0,DE00054881002012-05-31
12033,16428,Grindeks,LV0000100659,0,2012-05-31,1,“grindeks” antidepressant receives a prestigious award in russia,0.0,LV00001006592012-05-31
12034,16429,Carlsberg A/S,DK0010181759,0,2012-05-31,1,voluntary offer to minority shareholders of baltika breweries,0.0,DK00101817592012-05-31
12035,16430,Finnair Oyj,FI0009003230,0,2012-05-31,1,finnair’s catering operations not to be sold to lsg sky chefs,0.0,FI00090032302012-05-31
12036,16431,Sydbank A/S,DK0010311471,0,2012-05-31,1,moody's has lowered sydbank's rating,1.0,DK00103114712012-05-31
12037,16432,C-Rad AB,SE0002016352,0,2012-05-31,1,c-rad ab: catalyst™ selected as elekta’s preferred solution for free breathing gating,1.0,SE00020163522012-05-31
12038,16433,ALK-Abelló,DK0060027142,0,2012-05-31,1,report on management's transactions with alk-abelló a/s b shares and associated securities,1.0,DK00600271422012-05-31
12040,16436,cBrain A/S,DK0060030286,0,2012-05-31,1,cbrain signs important agreement with frauhofer i germany,1.0,DK00600302862012-05-31
12044,16440,Icelandair Group hf.,IS0000013464,0,2012-05-31,1,contract signed on equipping the icelandair fleet with high-speed wifi connection for passengers,1.0,IS00000134642012-05-31
12046,16442,Deutsche Börse AG,DE0005810055,0,2012-05-31,1,deutsche börse ag: deutsche börse ag subsidiary and major dealers cooperate in launch of otc interest rate swaps clearing,1.0,DE00058100552012-05-31
12047,16444,KHD Humboldt Wedag International AG,DE0006578008,0,2012-05-31,1,khd humboldt wedag international ag: changes to khd's supervisory board - proposed reduction of number of members of the supervisory board,0.0,DE00065780082012-05-31
12048,16446,Danske Bank A/S,DK0010274414,0,2012-05-31,1,management changes at danske bank,1.0,DK00102744142012-05-31
12049,16447,Auriga Industries A/S,DK0010233816,0,2012-05-31,1,"auriga, reporting of transaction in auriga securities by a primary insider",0.0,DK00102338162012-05-31
12050,16448,H+H International A/S,DK0015202451,0,2012-05-31,1,h+h international a/s - insiders' dealing,0.0,DK00152024512012-05-31
12051,16449,Raisio,FI0009800395,0,2012-05-31,1,raisio to repurchase own shares,0.0,FI00098003952012-05-31
12053,16451,Affitech A/S,DK0015966592,0,2012-05-31,1,affitech a/s applies for delisting from nasdaq omx copenhagen,0.0,DK00159665922012-05-31
12054,16452,Veloxis Pharmaceuticals A/S,DK0060048148,0,2012-05-31,1,veloxis pharmaceuticals to present results from a patient subgroup analysis of once-daily lcp-tacro™ in stable african-american kidney transplant patients at american transplant congress (atc),1.0,DK00600481482012-05-31
12056,16454,118000 AG,DE0006911902,0,2012-05-31,1,hamburg regional court dismisses eur 9.3 million claim against 118000 ag,1.0,DE00069119022012-05-31
12057,16456,Airbus SE,NL0000235190,0,2012-05-31,1,eads confirms top management changes,1.0,NL00002351902012-05-31
12059,16459,CTS Eventim AG & Co. KGaA,DE0005470306,0,2012-05-31,1,cts eventim and aeg to take over hammersmith apollo in london,1.0,DE00054703062012-05-31
12060,16461,Pankl Racing Systems AG,AT0000800800,0,2012-06-01,1,pankl racing systems ag: pankl funds growth and redeems ulsg credit early,1.0,AT00008008002012-06-01
